id_estudiante,nombre,email,telefono,residencia,habitacion,fecha_entrada,cuota_mensual
EST-0546,Estudiante 546,estudiante546@email.com,600000546,Residencia Standard 6,391,2024-09-01,850.0
EST-0547,Estudiante 547,estudiante547@email.com,600000547,Residencia Standard 7,340,2024-09-01,850.0
EST-0548,Estudiante 548,estudiante548@email.com,600000548,Residencia Standard 8,591,2024-09-01,850.0
EST-0549,Estudiante 549,estudiante549@email.com,600000549,Residencia Standard 9,289,2024-09-01,850.0
EST-0550,Estudiante 550,estudiante550@email.com,600000550,Residencia Standard 10,323,2024-09-01,850.0
EST-0551,Estudiante 551,estudiante551@email.com,600000551,Residencia Standard 11,118,2024-09-01,850.0
EST-0552,Estudiante 552,estudiante552@email.com,600000552,Residencia Standard 12,425,2024-09-01,850.0
EST-0553,Estudiante 553,estudiante553@email.com,600000553,Residencia Standard 13,191,2024-09-01,850.0
EST-0554,Estudiante 554,estudiante554@email.com,600000554,Residencia Standard 14,442,2024-09-01,850.0
EST-0555,Estudiante 555,estudiante555@email.com,600000555,Residencia Standard 15,169,2024-09-01,850.0
EST-0556,Estudiante 556,estudiante556@email.com,600000556,Residencia LowCost 16,580,2024-09-01,600.0
EST-0557,Estudiante 557,estudiante557@email.com,600000557,Residencia LowCost 17,161,2024-09-01,600.0
EST-0558,Estudiante 558,estudiante558@email.com,600000558,Residencia LowCost 18,426,2024-09-01,600.0
EST-0559,Estudiante 559,estudiante559@email.com,600000559,Residencia LowCost 19,199,2024-09-01,600.0
EST-0560,Estudiante 560,estudiante560@email.com,600000560,Residencia LowCost 20,582,2024-09-01,600.0
EST-0561,Estudiante 561,estudiante561@email.com,600000561,Residencia Sol,485,2024-09-01,1200.0
EST-0562,Estudiante 562,estudiante562@email.com,600000562,Residencia Nova,125,2024-09-01,1200.0
EST-0563,Estudiante 563,estudiante563@email.com,600000563,Residencia Elite,521,2024-09-01,1200.0
EST-0564,Estudiante 564,estudiante564@email.com,600000564,Residencia Royal,273,2024-09-01,1200.0
EST-0565,Estudiante 565,estudiante565@email.com,600000565,Residencia Zenith,255,2024-09-01,1200.0
EST-0566,Estudiante 566,estudiante566@email.com,600000566,Residencia Standard 6,563,2024-09-01,850.0
EST-0567,Estudiante 567,estudiante567@email.com,600000567,Residencia Standard 7,435,2024-09-01,850.0
EST-0568,Estudiante 568,estudiante568@email.com,600000568,Residencia Standard 8,171,2024-09-01,850.0
EST-0569,Estudiante 569,estudiante569@email.com,600000569,Residencia Standard 9,390,2024-09-01,850.0
EST-0570,Estudiante 570,estudiante570@email.com,600000570,Residencia Standard 10,460,2024-09-01,850.0
EST-0571,Estudiante 571,estudiante571@email.com,600000571,Residencia Standard 11,376,2024-09-01,850.0
EST-0572,Estudiante 572,estudiante572@email.com,600000572,Residencia Standard 12,205,2024-09-01,850.0
EST-0573,Estudiante 573,estudiante573@email.com,600000573,Residencia Standard 13,344,2024-09-01,850.0
EST-0574,Estudiante 574,estudiante574@email.com,600000574,Residencia Standard 14,360,2024-09-01,850.0
EST-0575,Estudiante 575,estudiante575@email.com,600000575,Residencia Standard 15,312,2024-09-01,850.0
EST-0576,Estudiante 576,estudiante576@email.com,600000576,Residencia LowCost 16,339,2024-09-01,600.0
EST-0577,Estudiante 577,estudiante577@email.com,600000577,Residencia LowCost 17,593,2024-09-01,600.0
EST-0578,Estudiante 578,estudiante578@email.com,600000578,Residencia LowCost 18,413,2024-09-01,600.0
EST-0579,Estudiante 579,estudiante579@email.com,600000579,Residencia LowCost 19,425,2024-09-01,600.0
EST-0580,Estudiante 580,estudiante580@email.com,600000580,Residencia LowCost 20,160,2024-09-01,600.0
EST-0581,Estudiante 581,estudiante581@email.com,600000581,Residencia Sol,303,2024-09-01,1200.0
EST-0582,Estudiante 582,estudiante582@email.com,600000582,Residencia Nova,500,2024-09-01,1200.0
EST-0583,Estudiante 583,estudiante583@email.com,600000583,Residencia Elite,523,2024-09-01,1200.0
EST-0584,Estudiante 584,estudiante584@email.com,600000584,Residencia Royal,265,2024-09-01,1200.0
EST-0585,Estudiante 585,estudiante585@email.com,600000585,Residencia Zenith,331,2024-09-01,1200.0
EST-0586,Estudiante 586,estudiante586@email.com,600000586,Residencia Standard 6,166,2024-09-01,850.0
EST-0587,Estudiante 587,estudiante587@email.com,600000587,Residencia Standard 7,520,2024-09-01,850.0
EST-0588,Estudiante 588,estudiante588@email.com,600000588,Residencia Standard 8,162,2024-09-01,850.0
EST-0589,Estudiante 589,estudiante589@email.com,600000589,Residencia Standard 9,280,2024-09-01,850.0
EST-0590,Estudiante 590,estudiante590@email.com,600000590,Residencia Standard 10,189,2024-09-01,850.0
EST-0591,Estudiante 591,estudiante591@email.com,600000591,Residencia Standard 11,568,2024-09-01,850.0
EST-0592,Estudiante 592,estudiante592@email.com,600000592,Residencia Standard 12,507,2024-09-01,850.0
EST-0593,Estudiante 593,estudiante593@email.com,600000593,Residencia Standard 13,529,2024-09-01,850.0
EST-0594,Estudiante 594,estudiante594@email.com,600000594,Residencia Standard 14,159,2024-09-01,850.0
EST-0595,Estudiante 595,estudiante595@email.com,600000595,Residencia Standard 15,422,2024-09-01,850.0
EST-0596,Estudiante 596,estudiante596@email.com,600000596,Residencia LowCost 16,432,2024-09-01,600.0
EST-0597,Estudiante 597,estudiante597@email.com,600000597,Residencia LowCost 17,399,2024-09-01,600.0
EST-0598,Estudiante 598,estudiante598@email.com,600000598,Residencia LowCost 18,274,2024-09-01,600.0
EST-0599,Estudiante 599,estudiante599@email.com,600000599,Residencia LowCost 19,154,2024-09-01,600.0
EST-0600,Estudiante 600,estudiante600@email.com,600000600,Residencia LowCost 20,403,2024-09-01,600.0
EST-0601,Estudiante 601,estudiante601@email.com,600000601,Residencia Sol,110,2024-09-01,1200.0
EST-0602,Estudiante 602,estudiante602@email.com,600000602,Residencia Nova,430,2024-09-01,1200.0
EST-0603,Estudiante 603,estudiante603@email.com,600000603,Residencia Elite,105,2024-09-01,1200.0
EST-0604,Estudiante 604,estudiante604@email.com,600000604,Residencia Royal,234,2024-09-01,1200.0
EST-0605,Estudiante 605,estudiante605@email.com,600000605,Residencia Zenith,141,2024-09-01,1200.0
EST-0606,Estudiante 606,estudiante606@email.com,600000606,Residencia Standard 6,530,2024-09-01,850.0
EST-0607,Estudiante 607,estudiante607@email.com,600000607,Residencia Standard 7,546,2024-09-01,850.0
EST-0608,Estudiante 608,estudiante608@email.com,600000608,Residencia Standard 8,474,2024-09-01,850.0
EST-0609,Estudiante 609,estudiante609@email.com,600000609,Residencia Standard 9,260,2024-09-01,850.0
EST-0610,Estudiante 610,estudiante610@email.com,600000610,Residencia Standard 10,452,2024-09-01,850.0
EST-0611,Estudiante 611,estudiante611@email.com,600000611,Residencia Standard 11,475,2024-09-01,850.0
EST-0612,Estudiante 612,estudiante612@email.com,600000612,Residencia Standard 12,552,2024-09-01,850.0
EST-0613,Estudiante 613,estudiante613@email.com,600000613,Residencia Standard 13,492,2024-09-01,850.0
EST-0614,Estudiante 614,estudiante614@email.com,600000614,Residencia Standard 14,440,2024-09-01,850.0
EST-0615,Estudiante 615,estudiante615@email.com,600000615,Residencia Standard 15,521,2024-09-01,850.0
EST-0616,Estudiante 616,estudiante616@email.com,600000616,Residencia LowCost 16,249,2024-09-01,600.0
EST-0617,Estudiante 617,estudiante617@email.com,600000617,Residencia LowCost 17,263,2024-09-01,600.0
EST-0618,Estudiante 618,estudiante618@email.com,600000618,Residencia LowCost 18,170,2024-09-01,600.0
EST-0619,Estudiante 619,estudiante619@email.com,600000619,Residencia LowCost 19,596,2024-09-01,600.0
EST-0620,Estudiante 620,estudiante620@email.com,600000620,Residencia LowCost 20,103,2024-09-01,600.0
EST-0621,Estudiante 621,estudiante621@email.com,600000621,Residencia Sol,333,2024-09-01,1200.0
EST-0622,Estudiante 622,estudiante622@email.com,600000622,Residencia Nova,365,2024-09-01,1200.0
EST-0623,Estudiante 623,estudiante623@email.com,600000623,Residencia Elite,565,2024-09-01,1200.0
EST-0624,Estudiante 624,estudiante624@email.com,600000624,Residencia Royal,575,2024-09-01,1200.0
EST-0625,Estudiante 625,estudiante625@email.com,600000625,Residencia Zenith,563,2024-09-01,1200.0
EST-0626,Estudiante 626,estudiante626@email.com,600000626,Residencia Standard 6,137,2024-09-01,850.0
EST-0627,Estudiante 627,estudiante627@email.com,600000627,Residencia Standard 7,471,2024-09-01,850.0
EST-0628,Estudiante 628,estudiante628@email.com,600000628,Residencia Standard 8,389,2024-09-01,850.0
EST-0629,Estudiante 629,estudiante629@email.com,600000629,Residencia Standard 9,209,2024-09-01,850.0
EST-0630,Estudiante 630,estudiante630@email.com,600000630,Residencia Standard 10,407,2024-09-01,850.0
EST-0631,Estudiante 631,estudiante631@email.com,600000631,Residencia Standard 11,122,2024-09-01,850.0
EST-0632,Estudiante 632,estudiante632@email.com,600000632,Residencia Standard 12,274,2024-09-01,850.0
EST-0633,Estudiante 633,estudiante633@email.com,600000633,Residencia Standard 13,435,2024-09-01,850.0
EST-0634,Estudiante 634,estudiante634@email.com,600000634,Residencia Standard 14,169,2024-09-01,850.0
EST-0635,Estudiante 635,estudiante635@email.com,600000635,Residencia Standard 15,373,2024-09-01,850.0
EST-0636,Estudiante 636,estudiante636@email.com,600000636,Residencia LowCost 16,466,2024-09-01,600.0
EST-0637,Estudiante 637,estudiante637@email.com,600000637,Residencia LowCost 17,366,2024-09-01,600.0
EST-0638,Estudiante 638,estudiante638@email.com,600000638,Residencia LowCost 18,282,2024-09-01,600.0
EST-0639,Estudiante 639,estudiante639@email.com,600000639,Residencia LowCost 19,555,2024-09-01,600.0
EST-0640,Estudiante 640,estudiante640@email.com,600000640,Residencia LowCost 20,439,2024-09-01,600.0
EST-0641,Estudiante 641,estudiante641@email.com,600000641,Residencia Sol,423,2024-09-01,1200.0
EST-0642,Estudiante 642,estudiante642@email.com,600000642,Residencia Nova,434,2024-09-01,1200.0
EST-0643,Estudiante 643,estudiante643@email.com,600000643,Residencia Elite,565,2024-09-01,1200.0
EST-0644,Estudiante 644,estudiante644@email.com,600000644,Residencia Royal,271,2024-09-01,1200.0
EST-0645,Estudiante 645,estudiante645@email.com,600000645,Residencia Zenith,568,2024-09-01,1200.0
EST-0646,Estudiante 646,estudiante646@email.com,600000646,Residencia Standard 6,382,2024-09-01,850.0
EST-0647,Estudiante 647,estudiante647@email.com,600000647,Residencia Standard 7,230,2024-09-01,850.0
EST-0648,Estudiante 648,estudiante648@email.com,600000648,Residencia Standard 8,200,2024-09-01,850.0
EST-0649,Estudiante 649,estudiante649@email.com,600000649,Residencia Standard 9,417,2024-09-01,850.0
EST-0650,Estudiante 650,estudiante650@email.com,600000650,Residencia Standard 10,479,2024-09-01,850.0
EST-0651,Estudiante 651,estudiante651@email.com,600000651,Residencia Standard 11,162,2024-09-01,850.0
EST-0652,Estudiante 652,estudiante652@email.com,600000652,Residencia Standard 12,163,2024-09-01,850.0
EST-0653,Estudiante 653,estudiante653@email.com,600000653,Residencia Standard 13,583,2024-09-01,850.0
EST-0654,Estudiante 654,estudiante654@email.com,600000654,Residencia Standard 14,337,2024-09-01,850.0
EST-0655,Estudiante 655,estudiante655@email.com,600000655,Residencia Standard 15,463,2024-09-01,850.0
EST-0656,Estudiante 656,estudiante656@email.com,600000656,Residencia LowCost 16,196,2024-09-01,600.0
EST-0657,Estudiante 657,estudiante657@email.com,600000657,Residencia LowCost 17,401,2024-09-01,600.0
EST-0658,Estudiante 658,estudiante658@email.com,600000658,Residencia LowCost 18,597,2024-09-01,600.0
EST-0659,Estudiante 659,estudiante659@email.com,600000659,Residencia LowCost 19,127,2024-09-01,600.0
EST-0660,Estudiante 660,estudiante660@email.com,600000660,Residencia LowCost 20,480,2024-09-01,600.0
EST-0661,Estudiante 661,estudiante661@email.com,600000661,Residencia Sol,367,2024-09-01,1200.0
EST-0662,Estudiante 662,estudiante662@email.com,600000662,Residencia Nova,259,2024-09-01,1200.0
EST-0663,Estudiante 663,estudiante663@email.com,600000663,Residencia Elite,545,2024-09-01,1200.0
EST-0664,Estudiante 664,estudiante664@email.com,600000664,Residencia Royal,509,2024-09-01,1200.0
EST-0665,Estudiante 665,estudiante665@email.com,600000665,Residencia Zenith,429,2024-09-01,1200.0
EST-0666,Estudiante 666,estudiante666@email.com,600000666,Residencia Standard 6,516,2024-09-01,850.0
EST-0667,Estudiante 667,estudiante667@email.com,600000667,Residencia Standard 7,152,2024-09-01,850.0
EST-0668,Estudiante 668,estudiante668@email.com,600000668,Residencia Standard 8,174,2024-09-01,850.0
EST-0669,Estudiante 669,estudiante669@email.com,600000669,Residencia Standard 9,459,2024-09-01,850.0
EST-0670,Estudiante 670,estudiante670@email.com,600000670,Residencia Standard 10,572,2024-09-01,850.0
EST-0671,Estudiante 671,estudiante671@email.com,600000671,Residencia Standard 11,210,2024-09-01,850.0
EST-0672,Estudiante 672,estudiante672@email.com,600000672,Residencia Standard 12,264,2024-09-01,850.0
EST-0673,Estudiante 673,estudiante673@email.com,600000673,Residencia Standard 13,194,2024-09-01,850.0
EST-0674,Estudiante 674,estudiante674@email.com,600000674,Residencia Standard 14,484,2024-09-01,850.0
EST-0675,Estudiante 675,estudiante675@email.com,600000675,Residencia Standard 15,363,2024-09-01,850.0
EST-0676,Estudiante 676,estudiante676@email.com,600000676,Residencia LowCost 16,322,2024-09-01,600.0
EST-0677,Estudiante 677,estudiante677@email.com,600000677,Residencia LowCost 17,526,2024-09-01,600.0
EST-0678,Estudiante 678,estudiante678@email.com,600000678,Residencia LowCost 18,193,2024-09-01,600.0
EST-0679,Estudiante 679,estudiante679@email.com,600000679,Residencia LowCost 19,304,2024-09-01,600.0
EST-0680,Estudiante 680,estudiante680@email.com,600000680,Residencia LowCost 20,349,2024-09-01,600.0
EST-0681,Estudiante 681,estudiante681@email.com,600000681,Residencia Sol,162,2024-09-01,1200.0
EST-0682,Estudiante 682,estudiante682@email.com,600000682,Residencia Nova,245,2024-09-01,1200.0
EST-0683,Estudiante 683,estudiante683@email.com,600000683,Residencia Elite,492,2024-09-01,1200.0
EST-0684,Estudiante 684,estudiante684@email.com,600000684,Residencia Royal,488,2024-09-01,1200.0
EST-0685,Estudiante 685,estudiante685@email.com,600000685,Residencia Zenith,507,2024-09-01,1200.0
EST-0686,Estudiante 686,estudiante686@email.com,600000686,Residencia Standard 6,197,2024-09-01,850.0
EST-0687,Estudiante 687,estudiante687@email.com,600000687,Residencia Standard 7,186,2024-09-01,850.0
EST-0688,Estudiante 688,estudiante688@email.com,600000688,Residencia Standard 8,199,2024-09-01,850.0
EST-0689,Estudiante 689,estudiante689@email.com,600000689,Residencia Standard 9,401,2024-09-01,850.0
EST-0690,Estudiante 690,estudiante690@email.com,600000690,Residencia Standard 10,553,2024-09-01,850.0
EST-0691,Estudiante 691,estudiante691@email.com,600000691,Residencia Standard 11,427,2024-09-01,850.0
EST-0692,Estudiante 692,estudiante692@email.com,600000692,Residencia Standard 12,431,2024-09-01,850.0
EST-0693,Estudiante 693,estudiante693@email.com,600000693,Residencia Standard 13,131,2024-09-01,850.0
EST-0694,Estudiante 694,estudiante694@email.com,600000694,Residencia Standard 14,324,2024-09-01,850.0
EST-0695,Estudiante 695,estudiante695@email.com,600000695,Residencia Standard 15,120,2024-09-01,850.0
EST-0696,Estudiante 696,estudiante696@email.com,600000696,Residencia LowCost 16,559,2024-09-01,600.0
EST-0697,Estudiante 697,estudiante697@email.com,600000697,Residencia LowCost 17,466,2024-09-01,600.0
EST-0698,Estudiante 698,estudiante698@email.com,600000698,Residencia LowCost 18,167,2024-09-01,600.0
EST-0699,Estudiante 699,estudiante699@email.com,600000699,Residencia LowCost 19,427,2024-09-01,600.0
EST-0700,Estudiante 700,estudiante700@email.com,600000700,Residencia LowCost 20,260,2024-09-01,600.0
EST-0701,Estudiante 701,estudiante701@email.com,600000701,Residencia Sol,174,2024-09-01,1200.0
EST-0702,Estudiante 702,estudiante702@email.com,600000702,Residencia Nova,160,2024-09-01,1200.0
EST-0703,Estudiante 703,estudiante703@email.com,600000703,Residencia Elite,152,2024-09-01,1200.0
EST-0704,Estudiante 704,estudiante704@email.com,600000704,Residencia Royal,315,2024-09-01,1200.0
EST-0705,Estudiante 705,estudiante705@email.com,600000705,Residencia Zenith,485,2024-09-01,1200.0
EST-0706,Estudiante 706,estudiante706@email.com,600000706,Residencia Standard 6,354,2024-09-01,850.0
EST-0707,Estudiante 707,estudiante707@email.com,600000707,Residencia Standard 7,404,2024-09-01,850.0
EST-0708,Estudiante 708,estudiante708@email.com,600000708,Residencia Standard 8,321,2024-09-01,850.0
EST-0709,Estudiante 709,estudiante709@email.com,600000709,Residencia Standard 9,344,2024-09-01,850.0
EST-0710,Estudiante 710,estudiante710@email.com,600000710,Residencia Standard 10,357,2024-09-01,850.0
EST-0711,Estudiante 711,estudiante711@email.com,600000711,Residencia Standard 11,165,2024-09-01,850.0
EST-0712,Estudiante 712,estudiante712@email.com,600000712,Residencia Standard 12,508,2024-09-01,850.0
EST-0713,Estudiante 713,estudiante713@email.com,600000713,Residencia Standard 13,259,2024-09-01,850.0
EST-0714,Estudiante 714,estudiante714@email.com,600000714,Residencia Standard 14,251,2024-09-01,850.0
EST-0715,Estudiante 715,estudiante715@email.com,600000715,Residencia Standard 15,182,2024-09-01,850.0
EST-0716,Estudiante 716,estudiante716@email.com,600000716,Residencia LowCost 16,592,2024-09-01,600.0
EST-0717,Estudiante 717,estudiante717@email.com,600000717,Residencia LowCost 17,291,2024-09-01,600.0
EST-0718,Estudiante 718,estudiante718@email.com,600000718,Residencia LowCost 18,238,2024-09-01,600.0
EST-0719,Estudiante 719,estudiante719@email.com,600000719,Residencia LowCost 19,130,2024-09-01,600.0
EST-0720,Estudiante 720,estudiante720@email.com,600000720,Residencia LowCost 20,447,2024-09-01,600.0
EST-0721,Estudiante 721,estudiante721@email.com,600000721,Residencia Sol,406,2024-09-01,1200.0
EST-0722,Estudiante 722,estudiante722@email.com,600000722,Residencia Nova,371,2024-09-01,1200.0
EST-0723,Estudiante 723,estudiante723@email.com,600000723,Residencia Elite,395,2024-09-01,1200.0
EST-0724,Estudiante 724,estudiante724@email.com,600000724,Residencia Royal,147,2024-09-01,1200.0
EST-0725,Estudiante 725,estudiante725@email.com,600000725,Residencia Zenith,283,2024-09-01,1200.0
EST-0726,Estudiante 726,estudiante726@email.com,600000726,Residencia Standard 6,528,2024-09-01,850.0
EST-0727,Estudiante 727,estudiante727@email.com,600000727,Residencia Standard 7,258,2024-09-01,850.0
EST-0728,Estudiante 728,estudiante728@email.com,600000728,Residencia Standard 8,225,2024-09-01,850.0
EST-0729,Estudiante 729,estudiante729@email.com,600000729,Residencia Standard 9,325,2024-09-01,850.0
EST-0730,Estudiante 730,estudiante730@email.com,600000730,Residencia Standard 10,326,2024-09-01,850.0
EST-0731,Estudiante 731,estudiante731@email.com,600000731,Residencia Standard 11,247,2024-09-01,850.0
EST-0732,Estudiante 732,estudiante732@email.com,600000732,Residencia Standard 12,388,2024-09-01,850.0
EST-0733,Estudiante 733,estudiante733@email.com,600000733,Residencia Standard 13,452,2024-09-01,850.0
EST-0734,Estudiante 734,estudiante734@email.com,600000734,Residencia Standard 14,219,2024-09-01,850.0
EST-0735,Estudiante 735,estudiante735@email.com,600000735,Residencia Standard 15,554,2024-09-01,850.0
EST-0736,Estudiante 736,estudiante736@email.com,600000736,Residencia LowCost 16,182,2024-09-01,600.0
EST-0737,Estudiante 737,estudiante737@email.com,600000737,Residencia LowCost 17,529,2024-09-01,600.0
EST-0738,Estudiante 738,estudiante738@email.com,600000738,Residencia LowCost 18,328,2024-09-01,600.0
EST-0739,Estudiante 739,estudiante739@email.com,600000739,Residencia LowCost 19,508,2024-09-01,600.0
EST-0740,Estudiante 740,estudiante740@email.com,600000740,Residencia LowCost 20,565,2024-09-01,600.0
EST-0741,Estudiante 741,estudiante741@email.com,600000741,Residencia Sol,227,2024-09-01,1200.0
EST-0742,Estudiante 742,estudiante742@email.com,600000742,Residencia Nova,444,2024-09-01,1200.0
EST-0743,Estudiante 743,estudiante743@email.com,600000743,Residencia Elite,203,2024-09-01,1200.0
EST-0744,Estudiante 744,estudiante744@email.com,600000744,Residencia Royal,448,2024-09-01,1200.0
EST-0745,Estudiante 745,estudiante745@email.com,600000745,Residencia Zenith,183,2024-09-01,1200.0
EST-0746,Estudiante 746,estudiante746@email.com,600000746,Residencia Standard 6,598,2024-09-01,850.0
EST-0747,Estudiante 747,estudiante747@email.com,600000747,Residencia Standard 7,244,2024-09-01,850.0
EST-0748,Estudiante 748,estudiante748@email.com,600000748,Residencia Standard 8,121,2024-09-01,850.0
EST-0749,Estudiante 749,estudiante749@email.com,600000749,Residencia Standard 9,543,2024-09-01,850.0
EST-0750,Estudiante 750,estudiante750@email.com,600000750,Residencia Standard 10,239,2024-09-01,850.0
EST-0751,Estudiante 751,estudiante751@email.com,600000751,Residencia Standard 11,566,2024-09-01,850.0
EST-0752,Estudiante 752,estudiante752@email.com,600000752,Residencia Standard 12,232,2024-09-01,850.0
EST-0753,Estudiante 753,estudiante753@email.com,600000753,Residencia Standard 13,121,2024-09-01,850.0
EST-0754,Estudiante 754,estudiante754@email.com,600000754,Residencia Standard 14,510,2024-09-01,850.0
EST-0755,Estudiante 755,estudiante755@email.com,600000755,Residencia Standard 15,429,2024-09-01,850.0
EST-0756,Estudiante 756,estudiante756@email.com,600000756,Residencia LowCost 16,209,2024-09-01,600.0
EST-0757,Estudiante 757,estudiante757@email.com,600000757,Residencia LowCost 17,254,2024-09-01,600.0
EST-0758,Estudiante 758,estudiante758@email.com,600000758,Residencia LowCost 18,313,2024-09-01,600.0
EST-0759,Estudiante 759,estudiante759@email.com,600000759,Residencia LowCost 19,592,2024-09-01,600.0
EST-0760,Estudiante 760,estudiante760@email.com,600000760,Residencia LowCost 20,172,2024-09-01,600.0
EST-0761,Estudiante 761,estudiante761@email.com,600000761,Residencia Sol,117,2024-09-01,1200.0
EST-0762,Estudiante 762,estudiante762@email.com,600000762,Residencia Nova,257,2024-09-01,1200.0
EST-0763,Estudiante 763,estudiante763@email.com,600000763,Residencia Elite,151,2024-09-01,1200.0
EST-0764,Estudiante 764,estudiante764@email.com,600000764,Residencia Royal,238,2024-09-01,1200.0
EST-0765,Estudiante 765,estudiante765@email.com,600000765,Residencia Zenith,517,2024-09-01,1200.0
EST-0766,Estudiante 766,estudiante766@email.com,600000766,Residencia Standard 6,255,2024-09-01,850.0
EST-0767,Estudiante 767,estudiante767@email.com,600000767,Residencia Standard 7,539,2024-09-01,850.0
EST-0768,Estudiante 768,estudiante768@email.com,600000768,Residencia Standard 8,424,2024-09-01,850.0
EST-0769,Estudiante 769,estudiante769@email.com,600000769,Residencia Standard 9,504,2024-09-01,850.0
EST-0770,Estudiante 770,estudiante770@email.com,600000770,Residencia Standard 10,266,2024-09-01,850.0
EST-0771,Estudiante 771,estudiante771@email.com,600000771,Residencia Standard 11,282,2024-09-01,850.0
EST-0772,Estudiante 772,estudiante772@email.com,600000772,Residencia Standard 12,329,2024-09-01,850.0
EST-0773,Estudiante 773,estudiante773@email.com,600000773,Residencia Standard 13,157,2024-09-01,850.0
EST-0774,Estudiante 774,estudiante774@email.com,600000774,Residencia Standard 14,495,2024-09-01,850.0
EST-0775,Estudiante 775,estudiante775@email.com,600000775,Residencia Standard 15,433,2024-09-01,850.0
EST-0776,Estudiante 776,estudiante776@email.com,600000776,Residencia LowCost 16,521,2024-09-01,600.0
EST-0777,Estudiante 777,estudiante777@email.com,600000777,Residencia LowCost 17,354,2024-09-01,600.0
EST-0778,Estudiante 778,estudiante778@email.com,600000778,Residencia LowCost 18,365,2024-09-01,600.0
EST-0779,Estudiante 779,estudiante779@email.com,600000779,Residencia LowCost 19,372,2024-09-01,600.0
EST-0780,Estudiante 780,estudiante780@email.com,600000780,Residencia LowCost 20,181,2024-09-01,600.0
EST-0781,Estudiante 781,estudiante781@email.com,600000781,Residencia Sol,348,2024-09-01,1200.0
EST-0782,Estudiante 782,estudiante782@email.com,600000782,Residencia Nova,288,2024-09-01,1200.0
EST-0783,Estudiante 783,estudiante783@email.com,600000783,Residencia Elite,318,2024-09-01,1200.0
EST-0784,Estudiante 784,estudiante784@email.com,600000784,Residencia Royal,146,2024-09-01,1200.0
EST-0785,Estudiante 785,estudiante785@email.com,600000785,Residencia Zenith,165,2024-09-01,1200.0
EST-0786,Estudiante 786,estudiante786@email.com,600000786,Residencia Standard 6,318,2024-09-01,850.0
EST-0787,Estudiante 787,estudiante787@email.com,600000787,Residencia Standard 7,447,2024-09-01,850.0
EST-0788,Estudiante 788,estudiante788@email.com,600000788,Residencia Standard 8,271,2024-09-01,850.0
EST-0789,Estudiante 789,estudiante789@email.com,600000789,Residencia Standard 9,366,2024-09-01,850.0
EST-0790,Estudiante 790,estudiante790@email.com,600000790,Residencia Standard 10,402,2024-09-01,850.0
EST-0791,Estudiante 791,estudiante791@email.com,600000791,Residencia Standard 11,391,2024-09-01,850.0
EST-0792,Estudiante 792,estudiante792@email.com,600000792,Residencia Standard 12,517,2024-09-01,850.0
EST-0793,Estudiante 793,estudiante793@email.com,600000793,Residencia Standard 13,159,2024-09-01,850.0
EST-0794,Estudiante 794,estudiante794@email.com,600000794,Residencia Standard 14,446,2024-09-01,850.0
EST-0795,Estudiante 795,estudiante795@email.com,600000795,Residencia Standard 15,250,2024-09-01,850.0
EST-0796,Estudiante 796,estudiante796@email.com,600000796,Residencia LowCost 16,581,2024-09-01,600.0
EST-0797,Estudiante 797,estudiante797@email.com,600000797,Residencia LowCost 17,311,2024-09-01,600.0
EST-0798,Estudiante 798,estudiante798@email.com,600000798,Residencia LowCost 18,387,2024-09-01,600.0
EST-0799,Estudiante 799,estudiante799@email.com,600000799,Residencia LowCost 19,397,2024-09-01,600.0
EST-0800,Estudiante 800,estudiante800@email.com,600000800,Residencia LowCost 20,285,2024-09-01,600.0
EST-0801,Estudiante 801,estudiante801@email.com,600000801,Residencia Sol,195,2024-09-01,1200.0
EST-0802,Estudiante 802,estudiante802@email.com,600000802,Residencia Nova,285,2024-09-01,1200.0
EST-0803,Estudiante 803,estudiante803@email.com,600000803,Residencia Elite,535,2024-09-01,1200.0
EST-0804,Estudiante 804,estudiante804@email.com,600000804,Residencia Royal,333,2024-09-01,1200.0
EST-0805,Estudiante 805,estudiante805@email.com,600000805,Residencia Zenith,215,2024-09-01,1200.0
EST-0806,Estudiante 806,estudiante806@email.com,600000806,Residencia Standard 6,511,2024-09-01,850.0
EST-0807,Estudiante 807,estudiante807@email.com,600000807,Residencia Standard 7,279,2024-09-01,850.0
EST-0808,Estudiante 808,estudiante808@email.com,600000808,Residencia Standard 8,447,2024-09-01,850.0
EST-0809,Estudiante 809,estudiante809@email.com,600000809,Residencia Standard 9,578,2024-09-01,850.0
EST-0810,Estudiante 810,estudiante810@email.com,600000810,Residencia Standard 10,105,2024-09-01,850.0
EST-0811,Estudiante 811,estudiante811@email.com,600000811,Residencia Standard 11,364,2024-09-01,850.0
EST-0812,Estudiante 812,estudiante812@email.com,600000812,Residencia Standard 12,303,2024-09-01,850.0
EST-0813,Estudiante 813,estudiante813@email.com,600000813,Residencia Standard 13,150,2024-09-01,850.0
EST-0814,Estudiante 814,estudiante814@email.com,600000814,Residencia Standard 14,564,2024-09-01,850.0
EST-0815,Estudiante 815,estudiante815@email.com,600000815,Residencia Standard 15,313,2024-09-01,850.0
EST-0816,Estudiante 816,estudiante816@email.com,600000816,Residencia LowCost 16,400,2024-09-01,600.0
EST-0817,Estudiante 817,estudiante817@email.com,600000817,Residencia LowCost 17,174,2024-09-01,600.0
EST-0818,Estudiante 818,estudiante818@email.com,600000818,Residencia LowCost 18,451,2024-09-01,600.0
